filepath,speaker,label,dataset
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NM1sQpncOC0_Senator_Joe_O_Reilly_-_speech_from_15_Jun_2021__d33044c520.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/m8v_s4RR2LM_Senator_Joe_O_Reilly_-_speech_from_21_Jun_2021__ae19d114c4.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/mkKZgKXd8dQ_Senator_Joe_O_Reilly_-_speech_from_29_Mar_2021__612950596b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TQvaOx2aak0_Senator_Joe_O_Reilly-_speech_from_8_Feb_2022__b52bee49d1.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TXNjJqyg8so_Senator_Joe_O_Reilly-_speech_from_9_Nov_2021__0720a52168.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/V_VgeL32f4Y_Senator_Joe_O_Reilly_-_speech_from_18_Oct_2023__985084e86b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/h0LhDTjyUQ8_Senator_Joe_O_Reilly-_Fine_Gael_-speech_from_31May__8561c086a1.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/CU1D-DF43Ws_Senator__Joe_O_Reilly-_speech_from_6_Jul_2021__27c0c91ec5.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/fF_zNwxen48_Senator_Joe_O_Reilly_-_speech_from_31_Aug_2021__5b4d4928d9.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NuPBOBMfpJo_Senator_Joe_O_Reilly_-_speech_from_24_Sep_2019__dd0f1e4cd4.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/DQDZig3brDk_Senator_Joe_O_Reilly_-_speech_from_18_Dec_2020__71d6aacbaa.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Rlp1dNfboFE_Senator_Joe_O_Reilly_-_speech_from_26_Jan_2021__f7069e4b19.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Br_cl5uhZuc_Senator_Joe_O_Reilly_-_speech_from_26_Jan_2021__215bee79f6.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/i6NJcMJvdmA_Senator_Joe_O_Reilly_-_speech_from_2_Jun_2022__cdae52df46.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/yUGwRBTmP6A_Senator_Joe_O_Reilly-_speech_from_14_Oct_2021__cf1f87dfb7.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/pDIocus6oxs_Senator_Joe_O_Reilly_-_speech_from_22_Mar_2021__a9d4136e54.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/B9Fnwo3oVDA_Senator_Joe_O_Reilly_-_speech_from_7_Sept_2021__72f7fba08d.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/2z7OtIvsPZ4_Senator_Joe_O_Reilly-_speech_from_15_Jul_2021__0d015d9028.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/MHHQB9dYdUE_Senator_Joe_O_Reilly-_speech_from_8_Dec_2021__631d978e64.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/jH5sKBb2sXM_Senator_Joe_O_Reilly_-_speech_from_28_Feb_2023__e4d2aad2f6.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wvxcszdtkog_Senator_Joe_O_Reilly_-_speech_from_8_Jun_2021__c616f5b633.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/PPy0IVN6w7I_Senator_Joe_O_Reilly-_Fine_Gael_-_speech_from_17_M__f13c94ddd1.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/CYGAwqr12ac_Senator_Joe_O_Reilly-_speech_from_23_Mar_2022__b0f108de3f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/JNia2cCTjVk_Senator_Joe_O_Reilly--_speech_from_5_Apr_2022__eaacc0412d.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/H2-THxZAwf8_Senator_Joe_O_Reilly_-_Fine_Gael_-_speech_from_23___6549786f54.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kJQqOqw3rMM_Senator_Joe_O_Reilly_-_Fine_Gael_-_speech_from_26___99eab8c075.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/O0y9chPZcfo_Senator_Joe_O_Reilly-_speech_from_25_Jan_2022__d7aa5d751b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/PGnQ7yehsio_Senator_Joe_O_Reilly-_speech_from_15_Dec_2021__e3e2f834b0.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Bt-lY4K_7U4_Senator_Joe_O_Reilly-_speech_from_19_Oct_2021__c06ba9ec0c.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NP4R-nVniRg_Senator_Joe_O_Reilly-_speech_from_12_Feb_2021__b049064a7f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/fJ04f4M6eZA_Senator_Joe_O_Reilly-_speech_from_9_Feb_2022__10f3b46caf.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/B6EvpQZqahg_Senator_Joe_O_Reilly__-_speech_from_10_Nov_2021__7066763cc3.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/I4nxz-Czf18_Senator_Joe_O_Reilly-_speech_from_8_Feb_2022__c82a1492d4.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ZNoWNW5T6vA_Senator_Joe_O_Reilly_-_speech_from_3_Dec_2020__756da00ed3.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VlS5x6B9Y8o_Senator_Joe_O_Reilly_-_speech_from_29_Jun_2020__367492e22b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/oML6ruK7Kk0_Senator_Joe_O_Reilly_-_speech_from_2_Feb_2022__222106526f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/XAA8WNlJcrA_Senator_Joe_O_Reilly_-_Fine_Gael_-_speech_from_23___cfbea23111.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LzmpyIaN4nY_Senator_Joe_O_Reilly_-_speech_from_17_Jul_2020__5c4c6a3e2f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8t-5p29FTsg_Senator_Joe_O_Reilly-_speech_from_26_Mar_2021__07ad45d3ac.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/h8TSe8UKHpw_Senator_Joe_O_Reilly_-_speech_from_14_Jul_2021__79bc57c009.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Zx0E4dH-iT0_Senator_Joe_O_Reilly-_speech_from_8_Mar_2021__28b123ed57.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/O6m1RGTfqok_Senator_Joe_O_Reilly_-_speech_from_23_Mar_2022__d43468cf1b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/DI9w_MCGSl4_Senator_Joe_O_Reilly-_Fine_Gael_-speech_from_17_Ma__d48cb6bd23.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kQau7QOzFBk_Deputy_Joe_O_Reilly_-_speech_from_28_Jul_2020__01b6f365db.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/QByGf5mjGD4_Senator_Joe_O_Reilly_-_speech_from_22_Jun_2021__8c851758d5.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xtHYycvAgbE_Senator_Joe_O_Reilly-_speech_from_06_Oct_2021__9fa79f11e4.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/RtAuJzCEQ9Q_Senator__Joe_O_Reilly-_Fine_Gael-speech_from_25_Ju__8c241f017f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/icMIoEMrVt4_Senator_Joe_O_Reilly_-_speech_from_05_Oct_2021__2337666c53.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/gj5xhbVpDsw_Senator_Joe_O_Reilly_-_speech_from_3_Jul_2019__c1def0fc56.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/PZal2FiE4-Y_Senator_Joe_O_Reilly-_speech_from_23_Sep_2021__efe68f5824.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/KmlO4Gqf4-I_Senator_Joe_O_Reilly_-_Fine_Gael_-_speech_from_10___e6d5df8864.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/vaoDdNiBayI_Senator_Joe_O_Reilly-_speech_from_10_Nov_2021__7cdbab2715.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wxCNYW5idow_Senator_Joe_O_Reilly-_speech_from_18_May_2021__16e9edd80e.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3cghQZBoklo_Senator_Joe_O_Reilly-_Fine_Gael_-_speech_from_14_J__591168e92e.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/eD4OATaSqd4_Senator_Joe_O_Reilly_-_Order_of_Business_-_15_May___1c23eda811.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/lG18TMPDW0o_Senator_Joe_O_Reilly_-_speech_from_18_Dec_2020__5a4dd98fa9.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ht28eV0iqv8_Senator_Joe_O_Reilly-_Fine_Gael_-_speech_from_10_M__bff7d8b7eb.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/EvBfEu4aOEw_Senator_Joe_O_Reilly-_speech_from_8_Mar_2021__262a5ef786.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/MwRU-74jDjc_Senator_Joe_O_Reilly-_speech_from_9_Dec_2021__33d35d01d6.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/X99pI15R3_g_Senator_Joe_O_Reilly-_speech_from_23_Nov_2021__9ff13000ef.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/C8z6PWLpWrQ_Senator_Joe_O_Reilly_-_speech_from_18_Oct_2023__67793ffde3.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WEmQ_w2jI14_Senator_Joe_O_Reilly-_speech_from_3_Feb_2022__6d701a62dc.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Q5LuSTZOdZ8_Senator_Joe_O_Reilly-_speech_from_15_Jun_2021__7b61872323.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/HtPBPEzdmxY_Senator_Joe_O_Reilly-_speech_from_8_Dec_2021__0e5321173e.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ySDTORieV70_Senator_Joe_O_Reilly-_Fine_Gael-_speech_from_14_Ju__1f3f84c345.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WDLeXBSyBa0_Senator_Joe_O_Reilly_-_Fine_Gael_-_speech_from_7_M__82b0b7293b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8TkMntphCD0_Senator_Joe_O_Reilly-_speech_from_27_Jan_2022__cb03189ed9.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/a9Sz3h2eR20_Senator_Joe_O_Reilly_-_speech_from_8_Dec_2020__98514075eb.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/12jw2zOlHHg_Senator_Joe_O_Reilly-_speech_from_22_Sep_2021__334f8a1854.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5_3tAYkPdRc_Senator_Joe_O_Reilly_-_Fine_Gael_-_speech_from_7_M__8d92c1e9bf.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/F5OZFbN6B1A_Senator_Joe_O_Reilly_-_speech_from_29_Jun_2021__1b4899ca2f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uam-VM0XP-0_Senator_Joe_O_Reilly_-_speech_from_25_Nov_2020__52b6ced596.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/f3pWvdCtypU_Senator_Joe_O_Reilly-_speech_from_22_Mar_2021__7b52b4fe55.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8BXjmZT3OFM_Senator_Joe_O_Reilly_-_speech_from_26_Jan_2021__8802123808.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/RWYvlh8JpIs_Senator_Joe_O_Reilly-_speech_from_15_Feb_2022__9832c6a4e8.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Li9AA3IK1Kw_Senator_Joe_O_Reilly_-_speech_from_21_Oct_2021__d80b0070f8.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ws8Gs37Dnao_Senator_Joe_O_Reilly-_speech_from_16_Dec_2021__935c1940ee.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/jEqs_W-f2ns_Senator_Joe_O_Reilly-_speech_from_22_Mar_2021__09640dd94d.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rMm2hTZkMtI_Senator_Joe_O_Reilly-_speech_from_17_Nov_2021__2d1ff67c0e.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kojX8OflOos_Senator_Joe_O_Reilly___speech_from_31_Jul_2020__ec35a75ef1.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/yHiXZZVtrX4_Senator_Joe_O_Reilly_-_speech_from_3_Mar_2022__9ae60b773b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LG7PSi-Lf90_Senator_Joe_O_Reilly__-_Fine_Gael_-_speech_from_10__838412aa86.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/O1IS5A7MPJ4_Senator_Joe_O_Reilly_-_speech_from_1_Dec_2020__888572b8bb.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/foBdXMmjrDk_Deputy_John_Brady_-_Priority_Questions_-_30_May_20__44b3c68751.wav,john brady,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/eQqOTC6fSk8_Deputy_John_Brady_-_Leaders__Questions_-_18_Sep_20__2ad787d4f5.wav,john brady,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NaWKsDyyUVI_Deputy_John_Brady_-_Topical_Issues_-_11_Jul_2019__1f2f2f1937.wav,john brady,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ZQJft5Lx-w4_Deputy_John_Brady_-_Government_Business_-_06_03_20__afdf703b31.wav,john brady,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/DRSj5hY0X9c_Deputy_John_Curran_-_Private_Members__Business_-_0__a3092038c0.wav,john curran,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/snx2erc4EOc_Deputy_John_Curran_-_Other_Questions_-_13_03_2019__8868949cf5.wav,john curran,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Nz4KtHgORw4_Deputy_John_Curran_-_Topical_Issues_-_24_Sep_2019__a41b11eb24.wav,john curran,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8uA31XV-uRA_Deputy_John_Curran_-_Other_Questions_-_15_May_2019__0f9ee3a10e.wav,john curran,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LznCSV3e48I_Deputy_John_Curran_-_Other_Questions_-_19_Jun_2019__9eb7002044.wav,john curran,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/9vEtR72_AY0_John_Dolan_-_speech_from__09_Apr_2019__5141897fcf.wav,john dolan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/N0LnfPFmCb8_Senator_John_Dolan_-_speech_from_29_May_2019__4895943030.wav,john dolan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rNK3B-wKgNQ_Senator_John_Dolan_-_speech_from_19_Jun_2019__890831c6dc.wav,john dolan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_ANJk_cdfss_Senator_John_Dolan_-_speech_from_24_Sep_2019__ce071213d8.wav,john dolan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/g3lgd3bUGJE_Deputy_John_Halligan_-_Government_Business_-_19_Ju__96646c0acf.wav,john halligan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_1TwArYsYD4_Deputy_John_Lahart_-_Priority_Questions_-_06_03_20__dc4b6d1bc9.wav,john lahart,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/E9aq8tguiAw_Deputy_John_Lahart_-_Government_Business_-_29_May___4c598a1dac.wav,john lahart,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/oO0Gov5N0TU_Deputy_John_Lahart_-_Government_Business_-_11_04_2__b4699ba91e.wav,john lahart,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/OpgzM7rXjLM_Deputy_John_Lahart_-_Priority_Questions_-_9_Jul_20__7691cca002.wav,john lahart,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/mCUHrlTDdZ0_Deputy_John_Lahart_-_Private_Members__Business_-_2__9b087ba2a9.wav,john lahart,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7PRld5AH9OA_Deputy_John_McGuinness_-_Questions_on_Promised_Leg__9dab9094f4.wav,john mcguinness,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/iwm7Zb3edmA_Deputy_John_McGuinness_-_Questions_on_Promised_Leg__b94aef083f.wav,john mcguinness,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LWB4-Qs5jDw_Senator_John_O_Mahony_-_Order_of_Business_-_8_May___307829d691.wav,john o'mahony,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/JOs5Ns-rkLw_Senator_John_O_Mahony_-_speech_from_11_Jun_2019__f435aa1acc.wav,john o'mahony,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/soVrdXyMG1w_Senator_John_O_Mahony_-_speech_from_1_Oct_2019__e80f7fed7f.wav,john o'mahony,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/lRJ5huAVBDo_Senator_John_O_Mahony_-_speech_from_26_Jun_2019__997a0d64a4.wav,john o'mahony,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/GPOTNhS_WE8_Deputy_John_Paul_Phelan_-_Government_Business_-_10__b7c132afa1.wav,john paul phelan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Bh7p1NJZwXs_Deputy_Jonathan_O_Brien_-_Private_Members__Busines__fe6b59de10.wav,jonathan o'brien,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/yWU5TE19qyQ_Deputy_Jonathan_O_Brien_-_Priority_Questions_-_05___551273898a.wav,jonathan o'brien,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/p9tneRwU1-w_Deputy_Jonathan_O_Brien_-_Private_Members__Busines__2a742d807b.wav,jonathan o'brien,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rd4QFg8AGRo_Deputy_Jonathan_O_Brien_-_Government_Business_-_17__55c41bf30f.wav,jonathan o'brien,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wkVQaSE3XlU_Deputy_Josepha_Madigan_-_Government_Business_-_29___34b3e22218.wav,josepha madigan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/G1LTOsgVRYo_Fintan_Warfield_-_speech_from__10_Apr_2019__6402f66cd4.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bG6-k1HkQvg_Deputy_Kathleen_Funchion_-_Government_Business_-_1__688ad25026.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/sz_dhs9N6qA_Deputy_Kathleen_Funchion_-_Government_Business_-_0__4df32793bf.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TVL1ySpGrlM_Deputy_Kathleen_Funchion_-_Priority_Questions_-_25__59049e1a20.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/1SgmP3N_Cto_Deputy_Kathleen_Funchion_-_Government_Business_-_1__480b7e3d20.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/53TJHXNxE8I_Deputy_Kathleen_Funchion_-_Government_Business_-_9__ffb7ba3413.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/emhK3bjQ-Bs_Deputy_Kathleen_Funchion_-_Government_Business_-_9__fa8f2a72c3.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/KpFpoTk1nh8_Deputy_Kathleen_Funchion_-_Other_Questions_-_06_03__7cf298a279.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/2maDdXW-kvE_Deputy_Kathleen_Funchion_-_Private_Members__Busine__8fbb447362.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/D76DkTShHxQ_Deputy_Kathleen_Funchion_-_Priority_Questions_-_06__4beb0a76cc.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Dojst2BRUo8_Deputy_Kathleen_Funchion_-_Topical_Issues_-_14_May__267da9bf62.wav,kathleen funchion,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/GcozQYr3sgo_Senator_Keith_Swanick_-_speech_from_11_Jun_2019__8c53622aff.wav,keith swanick,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5e7r5oYmVV0_Senator_Keith_Swanick_-_speech_from_8_Oct_2019__de6bc07c18.wav,keith swanick,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Hvfgy_16ui8_Keith_Swanick__-_speech_from__10_Apr_2019__0762d21609.wav,keith swanick,Connacht,DAIL
